,date_time_week,sentiment,close,weeklychange,weeklychange_sent_raw
0,2017-35,0.0,4612.92,,
1,2017-36,0.0,4245.89,-0.07956565472629044,0.0
2,2017-37,0.0,3689.61,-0.1310161120518902,0.0
3,2017-38,0.18690187353079601,3667.52,-0.005987082645591307,0.18690187353079601
4,2017-39,0.1582670260190937,4403.09,0.20056332344472563,-0.02863484751170231
5,2017-40,0.23410444169520572,4611.7,0.04737809129497686,0.07583741567611202
6,2017-41,0.16049708297985082,5688.14,0.2334150096493702,-0.0736073587153549
7,2017-42,0.2704041470458101,5982.86,0.05181307070501066,0.10990706406595929
8,2017-43,0.23122681396304462,6147.52,0.02752195438302096,-0.0391773330827655
9,2017-44,0.21706096171725867,7389.55,0.2020375696215709,-0.014165852245785954
10,2017-45,0.23942369067816335,5878.13,-0.20453478222625193,0.022362728960904688
11,2017-46,0.23473604299770262,8042.64,0.36823105307300114,-0.0046876476804607325
12,2017-47,0.15626650432607747,9318.42,0.15862701799409146,-0.07846953867162515
13,2017-48,0.2590140181142892,11246.21,0.2068794924461442,0.10274751378821173
14,2017-49,0.20395652202125467,15059.6,0.33908223303672985,-0.055057496093034536
15,2017-50,0.19827385234614675,19065.71,0.26601702568461305,-0.005682669675107915
16,2017-51,0.17515722025036926,13789.95,-0.276714583406545,-0.023116632095777495
17,2017-52,0.20333623386524857,13850.4,0.004383627206770068,0.028179013614879317
18,2018-01,0.08714756855137806,16228.16,0.1716744642754,-0.11618866531387051
19,2018-02,0.19618836991655814,13638.63,-0.15957015459546867,0.10904080136518007
20,2018-03,0.25687295071631666,11549.93,-0.15314588048799616,0.060684580799758525
21,2018-04,0.13314766247962595,11767.74,0.018858122949662853,-0.12372528823669071
22,2018-05,0.24453205517193105,8218.05,-0.30164585553385787,0.1113843926923051
23,2018-06,0.21507925505374323,8084.61,-0.016237428587073527,-0.029452800118187822
24,2018-07,0.2804143130727359,10417.23,0.28852597713433303,0.06533505801899267
25,2018-08,0.2726174784182996,9610.11,-0.07747932991783794,-0.007796834654436313
26,2018-09,0.21757504606120304,11504.42,0.19711637015601272,-0.05504243235709655
27,2018-10,0.18324698019005128,9544.84,-0.17033279383054512,-0.03432806587115175
28,2018-11,0.24252338066178317,8215.4,-0.13928363387966697,0.05927640047173188
29,2018-12,0.2600296963717367,8472.84,0.03133627090585979,0.017506315709953507
30,2018-13,0.13577982563642957,6835.84,-0.19320558396004173,-0.1242498707353071
31,2018-14,0.1832730199345456,7049.92,0.03131729238835314,0.04749319429811602
32,2018-15,0.17071390960849658,8376.73,0.18820213562707086,-0.012559110326049006
33,2018-16,0.16632013545819546,8823.36,0.053317941487907694,-0.004393774150301122
34,2018-17,0.14696647552611977,9407.04,0.06615167011206619,-0.01935365993207569
35,2018-18,0.174973744635345,9644.92,0.025287444297037026,0.02800726910922524
36,2018-19,0.17838249795450958,8709.46,-0.09698991800865128,0.0034087533191645703
37,2018-20,0.15456678615044825,8533.0,-0.02026072799002454,-0.023815711804061335
38,2018-21,0.12908972128550525,7362.23,-0.13720496894409942,-0.025477064864943
